"Transaction ID","Posting Date","Effective Date","Transaction Type","Amount","Check Number","Reference Number","Description","Transaction Category","Type","Balance","Memo","Extended Description"
"20190808 64148 165,945 293,154","8/8/2019","8/8/2019","Credit","1659.45000","","15680898","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 612","","ACH","4442.79000","","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 612"
"20190807 64148 2,000 373,850","8/7/2019","8/7/2019","Debit","-20.00000","","15680896","#922343 SHELL SERVICE STATION CINCINNATI OH Card 15 #1501","Auto & Transport","POS","2783.34000","","#922343 SHELL SERVICE STATION CINCINNATI OH Card 15 #1501"
"20190806 64148 1,497 404,235","8/6/2019","8/6/2019","Debit","-14.97000","","15680894","#654182 BP#8526154UNIVERSITY BP 2606 JEFFERSON AVE CINCINNATI OH Card 15 #1501","","POS","2803.34000","","#654182 BP#8526154UNIVERSITY BP 2606 JEFFERSON AVE CINCINNATI OH Card 15 #1501"
"20190805 64148 2,785 348,357","8/5/2019","8/5/2019","Debit","-27.85000","","15680892","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 160","","ACH","2818.31000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 160"
"20190805 64148 23,476 348,351","8/5/2019","8/5/2019","Credit","234.76000","","15680890","VENMO TYPE: CASHOUT  ID: 1992  CO: VENMO ACH ECC PPD ACH Trace 055","","ACH","2846.16000","","VENMO TYPE: CASHOUT  ID: 1992  CO: VENMO ACH ECC PPD ACH Trace 055"
"20190805 64148 22,096 261,890","8/5/2019","8/5/2019","Debit","-220.96000","","15680888","Withdrawal Debit SMYTH PARTS PLUS 17 FL FLORENCE KY Date 08/03/19 24783 5533 Card 15 #1501","","Card","2611.40000","","Withdrawal Debit SMYTH PARTS PLUS 17 FL FLORENCE KY Date 08/03/19 24783 5533 Card 15 #1501"
"20190803 64148 3,970 332,627","8/3/2019","8/3/2019","Debit","-39.70000","","15680886","#052441 KERRY NISSAN 8053 BURLINGTON PI FLORENCE KY Card 15 #1501","","POS","2832.36000","","#052441 KERRY NISSAN 8053 BURLINGTON PI FLORENCE KY Card 15 #1501"
"20190802 64148 23,500 440,013","8/2/2019","8/2/2019","Debit","-235.00000","","15681000","#004084 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","2872.06000","","#004084 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20190801 64148 425 650,734","8/1/2019","8/1/2019","Debit","-4.25000","","15680998","#430133 KROGER #901 3158 DIXIE HWY. ERLANGER KY Card 15 #1501","","POS","3107.06000","","#430133 KROGER #901 3158 DIXIE HWY. ERLANGER KY Card 15 #1501"
"20190731 64148 5,000 369,686","7/31/2019","7/31/2019","Debit","-50.00000","","15680996","Withdrawal Debit TST* CONDADO TACOS-THE COLUMBUS OH Date 07/31/19 30533 5812 Card 15 #1501","","Card","3111.31000","","Withdrawal Debit TST* CONDADO TACOS-THE COLUMBUS OH Date 07/31/19 30533 5812 Card 15 #1501"
"20190731 64148 4,050 343,391","7/31/2019","7/31/2019","Debit","-40.50000","","15680994","#191983 UNITED DAIRY FAR MILFORD OH Card 15 #1501","","POS","3161.31000","","#191983 UNITED DAIRY FAR MILFORD OH Card 15 #1501"
"20190729 64148 650 240,205","7/29/2019","7/29/2019","Debit","-6.50000","","15680992","Withdrawal Debit STREETSIDE BREWING 513-615-5877 OH Date 07/27/19 45490 5813 Card 15 #1501","","Card","3201.81000","","Withdrawal Debit STREETSIDE BREWING 513-615-5877 OH Date 07/27/19 45490 5813 Card 15 #1501"
"20190727 64148 2,860 301,174","7/27/2019","7/27/2019","Debit","-28.60000","","15680990","#619825 KROGER #3 9950 BER FLORENCE KY Card 15 #1501","","POS","3208.31000","","#619825 KROGER #3 9950 BER FLORENCE KY Card 15 #1501"
"20190727 64148 696 300,183","7/27/2019","7/27/2019","Debit","-6.96000","","15680988","#807689 KROGER #364 9950 BERBERICH FLORENCE KY Card 15 #1501","","POS","3236.91000","","#807689 KROGER #364 9950 BERBERICH FLORENCE KY Card 15 #1501"
"20190726 64148 3,800 307,728","7/26/2019","7/26/2019","Debit","-38.00000","","15680986","Withdrawal Debit DRUNKEN TACOS CINCINNATI OH Date 07/25/19 50083 5812 Card 15 #1501","","Card","3243.87000","","Withdrawal Debit DRUNKEN TACOS CINCINNATI OH Date 07/25/19 50083 5812 Card 15 #1501"
"20190725 64148 165,945 279,960","7/25/2019","7/25/2019","Credit","1659.45000","","15680984","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 686","","ACH","3281.87000","","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 686"
"20190723 64148 1,074 257,112","7/23/2019","7/23/2019","Debit","-10.74000","","15680982","Withdrawal Debit HOOTERS BEER SELLAR NE NEWPORT KY Date 07/21/19 45375 5812 Card 15 #1501","","Card","1622.42000","","Withdrawal Debit HOOTERS BEER SELLAR NE NEWPORT KY Date 07/21/19 45375 5812 Card 15 #1501"
"20190722 64148 1,869 457,983","7/22/2019","7/22/2019","Debit","-18.69000","","15680980","#558561 CLIFTON SPIRITS 2902 VINE STREET CINCINNATI OH Card 15 #1501","","POS","1633.16000","","#558561 CLIFTON SPIRITS 2902 VINE STREET CINCINNATI OH Card 15 #1501"
"20190722 64148 3,800 439,256","7/22/2019","7/22/2019","Debit","-38.00000","","15680979","#978196 UNITED DAIRY FAR MILFORD OH Card 15 #1501","","POS","1651.85000","","#978196 UNITED DAIRY FAR MILFORD OH Card 15 #1501"
"20190716 64148 2,244 394,846","7/16/2019","7/16/2019","Debit","-22.44000","","15680978","#322901 KROGER #4 2150 DIX FORT MITCHELL KY Card 15 #1501","","POS","1689.85000","","#322901 KROGER #4 2150 DIX FORT MITCHELL KY Card 15 #1501"
"20190716 64148 4,000 319,658","7/16/2019","7/16/2019","Debit","-40.00000","","15680977","#299733 Thornton 3045 Dix Erlanger KY Card 15 #1501","","POS","1712.29000","","#299733 Thornton 3045 Dix Erlanger KY Card 15 #1501"
"20190715 64148 99,801 355,794","7/15/2019","7/15/2019","Debit","-998.01000","","15680976","NAVI  ED SERV PP TYPE: STUDNTLOAN  ID: 1101 DATA: ACH TRANSACTION CO: NAVI  ED SERV PP ACH ECC PPD ACH Trace 389","","ACH","1752.29000","","NAVI  ED SERV PP TYPE: STUDNTLOAN  ID: 1101 DATA: ACH TRANSACTION CO: NAVI  ED SERV PP ACH ECC PPD ACH Trace 389"
"20190712 64148 9,563 403,282","7/12/2019","7/12/2019","Debit","-95.63000","","15680975","#113668 KROGER #4 824 MAIN MILFORD OH Card 15 #1501","","POS","2750.30000","","#113668 KROGER #4 824 MAIN MILFORD OH Card 15 #1501"
"20190711 64148 20,793 284,128","7/11/2019","7/11/2019","Debit","-207.93000","","15680974","FEDLOANSERVICING TYPE: STDNT LOAN  ID: 0802 DATA: ACH TRANSACTION CO: FEDLOANSERVICING ACH ECC WEB ACH Trace 891","","ACH","2845.93000","","FEDLOANSERVICING TYPE: STDNT LOAN  ID: 0802 DATA: ACH TRANSACTION CO: FEDLOANSERVICING ACH ECC WEB ACH Trace 891"
"20190711 64148 177,772 284,121","7/11/2019","7/11/2019","Credit","1777.72000","","15680973","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 562","","ACH","3053.86000","","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 562"
"20190708 64148 3,426 345,513","7/8/2019","7/8/2019","Debit","-34.26000","","15680972","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 722","","ACH","1276.14000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 722"
"20190702 64148 40,000 433,112","7/2/2019","7/2/2019","Debit","-400.00000","","15680971","#001372 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","1310.40000","","#001372 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20190702 64148 40,000 433,043","7/2/2019","7/2/2019","Debit","-400.00000","","15680970","#001371 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","1710.40000","","#001371 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20190702 64148 2,000 351,465","7/2/2019","7/2/2019","Debit","-20.00000","","15680969","#573131 IN AND OUT FOO 619 Stevenson Rd Erlanger KY Card 15 #1501","","POS","2110.40000","","#573131 IN AND OUT FOO 619 Stevenson Rd Erlanger KY Card 15 #1501"
"20190701 64148 2,120 432,954","7/1/2019","7/1/2019","Debit","-21.20000","","15680968","Withdrawal Debit WAFFLE HOUSE 1501 ERLANGER KY Date 06/30/19 31023 5812 Card 15 #1501","","Card","2130.40000","","Withdrawal Debit WAFFLE HOUSE 1501 ERLANGER KY Date 06/30/19 31023 5812 Card 15 #1501"
"20190630 64148 3,500 257,347","6/30/2019","6/30/2019","Debit","-35.00000","","15680967","#001158 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","2151.60000","","#001158 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20190628 64148 2,000 417,457","6/28/2019","6/28/2019","Debit","-20.00000","","15680966","#518132 KROGER FU 7580 BEE CINCINNATI OH Card 15 #1501","","POS","2186.60000","","#518132 KROGER FU 7580 BEE CINCINNATI OH Card 15 #1501"
"20190627 64148 131,198 302,802","6/27/2019","6/27/2019","Credit","1311.98000","","15680965","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 139","","ACH","2206.60000","","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 139"
"20190627 64148 88,886 302,795","6/27/2019","6/27/2019","Credit","888.86000","","15680964","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 138","","ACH","894.62000","","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 138"
"20190625 64148 2,001 371,024","6/25/2019","6/25/2019","Debit","-20.01000","","15680963","#530187 KROGER FU 130 PAVI NEWPORT KY Card 15 #1501","","POS","5.76000","","#530187 KROGER FU 130 PAVI NEWPORT KY Card 15 #1501"
"20190625 64148 1,500 356,031","6/25/2019","6/25/2019","Credit","15.00000","","15680962","From Share 0000","","Retail ACH","25.77000","","From Share 0000"
"20190617 64148 5,400 492,654","6/17/2019","6/17/2019","Debit","-54.00000","","15680961","#659468 KROGER FU 7685 MAL FLORENCE KY Card 15 #1501","","POS","10.77000","","#659468 KROGER FU 7685 MAL FLORENCE KY Card 15 #1501"
"20190617 64148 5,900 490,714","6/17/2019","6/17/2019","Credit","59.00000","","15680960","From Share 0000","","Retail ACH","64.77000","","From Share 0000"
"20190617 64148 1,482 283,311","6/17/2019","6/17/2019","Debit","-14.82000","","15680959","Withdrawal Debit GOODWILL INDUSTRIES 90 BELLEVUE KY Date 06/16/19 41730 5931 Card 15 #1501","Gifts & Donations","Card","5.77000","","Withdrawal Debit GOODWILL INDUSTRIES 90 BELLEVUE KY Date 06/16/19 41730 5931 Card 15 #1501"
"20190616 64148 1,400 240,986","6/16/2019","6/16/2019","Credit","14.00000","","15680958","From Share 0000","","Retail ACH","20.59000","","From Share 0000"
"20190614 64148 2,119 371,382","6/14/2019","6/14/2019","Debit","-21.19000","","15680957","#929503 Thornton 798 Stat Milford OH Card 15 #1501","","POS","6.59000","","#929503 Thornton 798 Stat Milford OH Card 15 #1501"
"20190614 64148 2,000 361,881","6/14/2019","6/14/2019","Credit","20.00000","","15680956","From Share 0000","","Retail ACH","27.78000","","From Share 0000"
"20190612 64148 1,290 359,373","6/12/2019","6/12/2019","Debit","-12.90000","","15680955","#843413 KROGER #929 1 WEST CORRY STREE CINCINNATI OH Card 15 #1501","","POS","7.78000","","#843413 KROGER #929 1 WEST CORRY STREE CINCINNATI OH Card 15 #1501"
"20190612 64148 1,500 354,254","6/12/2019","6/12/2019","Credit","15.00000","","15680954","From Share 0000","","Retail ACH","20.68000","","From Share 0000"
"20190611 64148 2,000 383,805","6/11/2019","6/11/2019","Debit","-20.00000","","15680953","#301893 Thornton 3045 Dix Erlanger KY Card 15 #1501","","POS","5.68000","","#301893 Thornton 3045 Dix Erlanger KY Card 15 #1501"
"20190611 64148 1,000 380,663","6/11/2019","6/11/2019","Credit","10.00000","","15680952","From Share 0000","","Retail ACH","25.68000","","From Share 0000"
"20190610 64148 749 1,342","6/10/2019","6/9/2019","Debit","-7.49000","","15680951","Withdrawal Debit BIBIBOP ASIAN GRILL UC CINCINNATI OH Date 06/07/19 24784 5812 Card 15 #1501","","Card","15.68000","","Withdrawal Debit BIBIBOP ASIAN GRILL UC CINCINNATI OH Date 06/07/19 24784 5812 Card 15 #1501"
"20190609 64148 1,200 314,767","6/9/2019","6/9/2019","Credit","12.00000","","15680950","From Share 0000","","Retail ACH","23.17000","","From Share 0000"
"20190607 64148 1,925 415,970","6/7/2019","6/7/2019","Debit","-19.25000","","15680949","#983431 CLIFTON SPIRITS 2902 VINE STREET CINCINNATI OH Card 15 #1501","","POS","11.17000","","#983431 CLIFTON SPIRITS 2902 VINE STREET CINCINNATI OH Card 15 #1501"
"20190607 64148 1,000 413,370","6/7/2019","6/7/2019","Credit","10.00000","","15680948","From Share 0000","","Retail ACH","30.42000","","From Share 0000"
"20190607 64148 2,000 392,042","6/7/2019","6/7/2019","Credit","20.00000","","15680947","From Share 0000","","Retail ACH","20.42000","","From Share 0000"
"20190606 64148 6,995 466,885","6/6/2019","6/6/2019","Debit","-69.95000","","15680946","Withdrawal Debit AMZN Mktp US*M651330B1 Amzn.com/bill WA Date 06/06/19 43285 5942 Card 15 #1501","","Card","0.42000","","Withdrawal Debit AMZN Mktp US*M651330B1 Amzn.com/bill WA Date 06/06/19 43285 5942 Card 15 #1501"
"20190605 64148 6,800 387,937","6/5/2019","6/5/2019","Credit","68.00000","","15680945","From Share 0000","","Retail ACH","70.37000","","From Share 0000"
"20190604 64148 4,663 423,526","6/4/2019","6/4/2019","Debit","-46.63000","","15681252","#330541 KROGER #9 1 WEST C CINCINNATI OH","","POS","2.37000","","#330541 KROGER #9 1 WEST C CINCINNATI OH"
"20190604 64148 900 423,480","6/4/2019","6/4/2019","Credit","9.00000","","15681251","From Share 0000","","Retail ACH","49.00000","","From Share 0000"
"20190604 64148 4,000 414,959","6/4/2019","6/4/2019","Credit","40.00000","","15681250","From Share 0000","","Retail ACH","40.00000","","From Share 0000"
"20190603 64148 3,425 366,697","6/3/2019","6/3/2019","Debit","-34.25000","","15681249","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 175","","ACH","0.00000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 175"
"20190603 64148 200 366,696","6/3/2019","6/3/2019","Debit","-2.00000","","15681248","Transfer fee","Transfer","Fees","34.25000","","Transfer fee"
"20190603 64148 2,632 366,695","6/3/2019","6/3/2019","Credit","26.32000","","15681247","From Share 0000","","Transfer","36.25000","","From Share 0000"
"20190528 64148 2,000 406,523","5/28/2019","5/28/2019","Debit","-20.00000","","15681246","Withdrawal Debit UNITED DAIRY FARMERS # INDEPENDENCE KY Date 05/28/19 41577 5542 Card 15 #1501","","Card","9.93000","","Withdrawal Debit UNITED DAIRY FARMERS # INDEPENDENCE KY Date 05/28/19 41577 5542 Card 15 #1501"
"20190528 64148 2,544 386,435","5/28/2019","5/28/2019","Debit","-25.44000","","15681245","#211889 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","29.93000","","#211889 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20190528 64148 3,500 385,352","5/28/2019","5/28/2019","Credit","35.00000","","15681244","From Share 0000","","Retail ACH","55.37000","","From Share 0000"
"20190528 64148 800 228,830","5/28/2019","5/27/2019","Credit","8.00000","","15681243","From Share 0000","","Retail ACH","20.37000","","From Share 0000"
"20190521 64148 2,000 394,140","5/21/2019","5/21/2019","Debit","-20.00000","","15681242","Withdrawal Debit MARATHON PETRO112045 CINCINNATI OH Date 05/20/19 41574 5542 Card 15 #1501","","Card","12.37000","","Withdrawal Debit MARATHON PETRO112045 CINCINNATI OH Date 05/20/19 41574 5542 Card 15 #1501"
"20190521 64148 1,873 240,100","5/21/2019","5/21/2019","Debit","-18.73000","","15681241","Withdrawal Debit NINJA GRILL CINCINNATI OH Date 05/19/19 34706 5812 Card 15 #1501","","Card","32.37000","","Withdrawal Debit NINJA GRILL CINCINNATI OH Date 05/19/19 34706 5812 Card 15 #1501"
"20190520 64148 955 443,974","5/20/2019","5/20/2019","Debit","-9.55000","","15681099","#190740 KROGER #477 2150 DIXIE HWY. FORT MITCHELL KY Card 15 #1501","","POS","51.10000","","#190740 KROGER #477 2150 DIXIE HWY. FORT MITCHELL KY Card 15 #1501"
"20190520 64148 2,000 443,263","5/20/2019","5/20/2019","Credit","20.00000","","15681097","From Share 0000","","Retail ACH","60.65000","","From Share 0000"
"20190520 64148 1,500 418,500","5/20/2019","5/20/2019","Credit","15.00000","","15681095","From Share 0000","","Retail ACH","40.65000","","From Share 0000"
"20190519 64148 1,500 257,814","5/19/2019","5/19/2019","Credit","15.00000","","15681093","From Share 0000","","Retail ACH","25.65000","","From Share 0000"
"20190517 64148 1,962 368,044","5/17/2019","5/17/2019","Debit","-19.62000","","15681091","#829775 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","10.65000","","#829775 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20190517 64148 2,500 366,382","5/17/2019","5/17/2019","Credit","25.00000","","15681089","From Share 0000","","Retail ACH","30.27000","","From Share 0000"
"20190514 64148 1,973 323,861","5/14/2019","5/14/2019","Debit","-19.73000","","15681087","#522100 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","5.27000","","#522100 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20190514 64148 2,500 322,610","5/14/2019","5/14/2019","Credit","25.00000","","15681085","From Share 0000","","Retail ACH","25.00000","","From Share 0000"
"20190510 64148 2,000 372,361","5/10/2019","5/10/2019","Debit","-20.00000","","15681083","#702820 SHELL SERVICE STATION COVINGTON KY Card 15 #1501","Auto & Transport","POS","0.00000","","#702820 SHELL SERVICE STATION COVINGTON KY Card 15 #1501"
"20190510 64148 2,000 349,275","5/10/2019","5/10/2019","Credit","20.00000","","15681081","From Share 0000","","Retail ACH","20.00000","","From Share 0000"
"20190507 64148 3,426 283,527","5/7/2019","5/7/2019","Debit","-34.26000","","15681079","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 521","","ACH","0.00000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 521"
"20190507 64148 200 283,526","5/7/2019","5/7/2019","Debit","-2.00000","","15681077","Transfer fee","Transfer","Fees","34.26000","","Transfer fee"
"20190507 64148 3,626 283,525","5/7/2019","5/7/2019","Credit","36.26000","","15681075","From Share 0000","","Transfer","36.26000","","From Share 0000"
"20190506 64148 4,000 269,229","5/6/2019","5/6/2019","Debit","-40.00000","","15681073","Withdrawal Debit EL RIO GRANDE NEWPORT KY Date 05/04/19 24780 5812 Card 15 #1501","","Card","0.00000","","Withdrawal Debit EL RIO GRANDE NEWPORT KY Date 05/04/19 24780 5812 Card 15 #1501"
"20190506 64148 200 269,228","5/6/2019","5/6/2019","Debit","-2.00000","","15681071","Transfer fee","Transfer","Fees","40.00000","","Transfer fee"
"20190506 64148 620 269,227","5/6/2019","5/6/2019","Credit","6.20000","","15681069","From Share 0000","","Transfer","42.00000","","From Share 0000"
"20190505 64148 2,887 254,473","5/5/2019","5/5/2019","Debit","-28.87000","","15681067","#826149 SHELL SERVICE STATION 3337 CLIFTON AVE CINCINNATI OH Card 15 #1501","Auto & Transport","POS","35.80000","","#826149 SHELL SERVICE STATION 3337 CLIFTON AVE CINCINNATI OH Card 15 #1501"
"20190505 64148 200 254,472","5/5/2019","5/5/2019","Debit","-2.00000","","15681065","Transfer fee","Transfer","Fees","64.67000","","Transfer fee"
"20190505 64148 1,216 254,471","5/5/2019","5/5/2019","Credit","12.16000","","15681063","From Share 0000","","Transfer","66.67000","","From Share 0000"
"20190505 64148 2,200 254,168","5/5/2019","5/5/2019","Debit","-22.00000","","15681061","#327796 SHELL SERVICE STATION CINCINNATI OH Card 15 #1501","Auto & Transport","POS","54.51000","","#327796 SHELL SERVICE STATION CINCINNATI OH Card 15 #1501"
"20190505 64148 4,878 247,095","5/5/2019","5/5/2019","Debit","-48.78000","","15681059","#536211 PUFF 261 W MCMILLAN CINCINNATI OH Card 15 #1501","","POS","76.51000","","#536211 PUFF 261 W MCMILLAN CINCINNATI OH Card 15 #1501"
"20190505 64148 7,500 246,424","5/5/2019","5/5/2019","Credit","75.00000","","15681057","From Share 0000","","Retail ACH","125.29000","","From Share 0000"
"20190505 64148 2,028 1,450","5/5/2019","5/4/2019","Debit","-20.28000","","15681055","#209071 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","50.29000","","#209071 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20190505 64148 3,000 379","5/5/2019","5/4/2019","Credit","30.00000","","15681053","From Share 0000","","Retail ACH","70.57000","","From Share 0000"
"20190504 64148 3,000 332,775","5/4/2019","5/4/2019","Credit","30.00000","","15681051","From Share 0000","","Retail ACH","40.57000","","From Share 0000"
"20190504 64148 3,700 278,273","5/4/2019","5/4/2019","Debit","-37.00000","","15681049","Withdrawal Debit HOFBRAUHAUS NEWPORT NEWPORT KY Date 05/03/19 41737 5812 Card 15 #1501","","Card","10.57000","","Withdrawal Debit HOFBRAUHAUS NEWPORT NEWPORT KY Date 05/03/19 41737 5812 Card 15 #1501"
"20190503 64148 2,000 379,576","5/3/2019","5/3/2019","Credit","20.00000","","15681047","From Share 0000","","Retail ACH","47.57000","","From Share 0000"
"20190501 64148 1,992 563,265","5/1/2019","5/1/2019","Debit","-19.92000","","15681045","#018479 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","27.57000","","#018479 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20190501 64148 858 517,744","5/1/2019","5/1/2019","Debit","-8.58000","","15681043","#423408 WENDY'S 410 PHILADELPHIA S COVINGTON KY Card 15 #1501","","POS","47.49000","","#423408 WENDY'S 410 PHILADELPHIA S COVINGTON KY Card 15 #1501"
"20190501 64148 798 473,024","5/1/2019","5/1/2019","Debit","-7.98000","","15681041","Withdrawal Debit ARAMARK U OF CINTI JAV CINCINNATI OH Date 04/30/19 43686 5814 Card 15 #1501","","Card","56.07000","","Withdrawal Debit ARAMARK U OF CINTI JAV CINCINNATI OH Date 04/30/19 43686 5814 Card 15 #1501"
"20190429 64148 5,500 434,450","4/29/2019","4/29/2019","Credit","55.00000","","15681039","From Share 0000","","Retail ACH","64.05000","","From Share 0000"
"20190428 64148 2,995 1,788","4/28/2019","4/27/2019","Debit","-29.95000","","15681037","#013666 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","9.05000","","#013666 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20190428 64148 2,100 817","4/28/2019","4/27/2019","Debit","-21.00000","","15681035","#818848 BP#8481970FT WRIGHT BP 1750 DIXIE HWY FORT WRIGHT KY Card 15 #1501","","POS","39.00000","","#818848 BP#8481970FT WRIGHT BP 1750 DIXIE HWY FORT WRIGHT KY Card 15 #1501"
"20190428 64148 6,000 413","4/28/2019","4/27/2019","Credit","60.00000","","15681033","From Share 0000","","Retail ACH","60.00000","","From Share 0000"
"20190422 64148 4,000 330,340","4/22/2019","4/22/2019","Debit","-40.00000","","15681031","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 671","","ACH","0.00000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 671"
"20190422 64148 200 330,339","4/22/2019","4/22/2019","Debit","-2.00000","","15681029","Transfer fee","Transfer","Fees","40.00000","","Transfer fee"
"20190422 64148 3,025 330,338","4/22/2019","4/22/2019","Credit","30.25000","","15681027","From Share 0000","","Transfer","42.00000","","From Share 0000"
"20190420 64148 2,000 298,021","4/20/2019","4/20/2019","Debit","-20.00000","","15681025","#837298 KROGER FU 2150 DIX FORT MITCHELL KY Card 15 #1501","","POS","11.75000","","#837298 KROGER FU 2150 DIX FORT MITCHELL KY Card 15 #1501"
"20190420 64148 3,529 256,164","4/20/2019","4/20/2019","Debit","-35.29000","","15681023","Withdrawal Debit ACE HDWE CLIFTON CINCINNATI OH Date 04/19/19 31025 5251 Card 15 #1501","","Card","31.75000","","Withdrawal Debit ACE HDWE CLIFTON CINCINNATI OH Date 04/19/19 31025 5251 Card 15 #1501"
"20190419 64148 3,500 374,106","4/19/2019","4/19/2019","Credit","35.00000","","15681021","From Share 0000","","Retail ACH","67.04000","","From Share 0000"
"20190419 64148 1,488 361,991","4/19/2019","4/19/2019","Debit","-14.88000","","15681020","#854655 KROGER #929 1 WEST CORRY STREE CINCINNATI OH Card 15 #1501","","POS","32.04000","","#854655 KROGER #929 1 WEST CORRY STREE CINCINNATI OH Card 15 #1501"
"20190419 64148 3,000 340,665","4/19/2019","4/19/2019","Credit","30.00000","","15681018","From Share 0000","","Retail ACH","46.92000","","From Share 0000"
"20190418 64148 4,289 366,265","4/18/2019","4/18/2019","Debit","-42.89000","","15681016","#040542 AMAZON.COM*MZ5IO8EW0 SEATTLE WA Card 15 #1501","","Bill Pay","16.92000","","#040542 AMAZON.COM*MZ5IO8EW0 SEATTLE WA Card 15 #1501"
"20190418 64148 1,000 364,219","4/18/2019","4/18/2019","Credit","10.00000","","15681014","From Share 0000","","Retail ACH","59.81000","","From Share 0000"
"20190416 64148 1,719 332,485","4/16/2019","4/16/2019","Debit","-17.19000","","15681012","#619579 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","49.81000","","#619579 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20190416 64148 43,500 327,309","4/16/2019","4/16/2019","Debit","-435.00000","","15681010","To Share 0000","","Retail ACH","67.00000","","To Share 0000"
"20190414 64148 50,000 257,055","4/14/2019","4/14/2019","Credit","500.00000","","15681008","From Share 0000","","Retail ACH","502.00000","","From Share 0000"
"20190413 64148 2,000 345,826","4/13/2019","4/13/2019","Debit","-20.00000","","15681006","#248458 BP#8481970FT WRIGHT BP 1750 DIXIE HWY FORT WRIGHT KY Card 15 #1501","","POS","2.00000","","#248458 BP#8481970FT WRIGHT BP 1750 DIXIE HWY FORT WRIGHT KY Card 15 #1501"
"20190413 64148 2,200 344,672","4/13/2019","4/13/2019","Credit","22.00000","","15681004","From Share 0000","","Retail ACH","22.00000","","From Share 0000"
"20190413 64148 700 266,804","4/13/2019","4/13/2019","Debit","-7.00000","","15681002","Withdrawal Debit SQU*SQ *THE PRESIDENTS Cincinnati OH Date 04/12/19 43286 5811 Card 15 #1501","","Card","0.00000","","Withdrawal Debit SQU*SQ *THE PRESIDENTS Cincinnati OH Date 04/12/19 43286 5811 Card 15 #1501"
